latitude,longitude,name,street address,tel
4.223920,100.702810,KLINIK KESIHATAN SITIAWAN,"Jalan Dato' Ahmad Yunus, Pekan Sitiawan, 32000 Sitiawan, Manjung, Perak",05-6914355
4.234362,101.988972,KLINIK KESIHATAN PADANG TENGKU,"Padang Tengku, 27100 Lipis, Lipis, Pahang",09-3291533
4.239422,103.418272,KLINIK KESIHATAN CHUKAI,"Lot 3115, Jalan Sentosa, 24000 Chukai, Kemaman, Terengganu",09-8591619
4.239574,103.398465,KLINIK KESIHATAN BATU 2 ?,"Jalan Air Putih, 24000 Chukai, Kemaman, Terengganu",09-8581540
4.246290,101.031328,KLINIK KESIHATAN AIR KUNING,"Jalan Tanjung Tualang, Air Kuning, 36800 Kampung Gajah, Perak Tengah, Perak",05-4780897
4.250000,117.667000,"KLINIK KESIHATAN SUNGAI TAMANG, TAWAU","Kampung Sungai Tamang, 91008 Tawau, Tawau, Sabah",089-797100
4.256537,101.920825,KLINIK KESIHATAN BUKIT BETONG,"Bukit Betong, 27200 Lipis, Lipis, Pahang",09-3291212
4.271064,103.212217,KLINIK KESIHATAN AIR PUTEH,"Lot 2583, Jalan Air Puteh, 24050 Mukim Tebak, Kemaman, Terengganu",09-8593355
4.279409,100.880362,KLINIK KESIHATAN LAMBOR KIRI,"Jalan Teluk Sena, 32900 Lambor Kiri, Perak Tengah, Perak",05-3761855
4.285551,101.805265,KLINIK KESIHATAN POS BETAU,"Kampung Pos Betau, 27200 Kuala Lipis, Lipis, Pahang",012-9869205
4.289038,100.748947,KLINIK KESIHATAN AYER TAWAR,"Jalan Besar,  Pekan Ayer Tawar, 32400 Ayer Tawar, Manjung, Perak",05-6723333
4.298333,101.156944,KLINIK KESIHATAN KAMPAR,"Jalan Degong, 31900 Kinta, Kampar, Perak",05-4667011
4.322210,100.952508,KLINIK DESA FELCRA NASARUDIN,"Bota, 32600 Bota, Perak Tengah, Perak",05-3711603
4.322620,118.093170,KLINIK KESIHATAN APAS BALUNG,"Jalan Apas Balung, 91008 Tawau, Tawau, Sabah",089-951029
4.325278,101.055000,KLINIK KESIHATAN TANJUNG TUALANG,"Pekan Tanjung Tualang, 31800 Tanjung Tualang, Kinta, Perak",05-3609355
4.333181,103.486136,KLINIK KESIHATAN KIJAL,"Lot 2187, Jalan Pantai Penunjuk, 24100 Kijal, Kemaman, Terengganu",09-8633204
4.356850,100.873000,KLINIK KESIHATAN BOTA KIRI,"Jalan Bota Kiri, 32600 Bota Kiri, Perak Tengah, Perak",05-3761355
4.357650,101.122130,KLINIK KESIHATAN MALIM NAWAR,"Jalan Malim Nawar, 31700 Malim Nawar, Kampar, Perak",05-4771818
4.367197,113.968928,KLINIK KESIHATAN BALAI (BAKAM),"Balai (Peg. Kesihatan Bahagian Sarikei, Wisma Persekutuan, Sarikei), 96100 Sarikei, Sarikei, Sarawak",084-651077
4.380972,103.323822,KLINIK KESIHATAN SRI BANDI,"Lot 2658, Jalan Bunga Raya , 24200 Hulu Chukai, Kemaman, Terengganu",09-8676254
4.381654,100.691290,KLINIK KESIHATAN CHANGKAT KERUING,"Kampung Changkat Kruing, 32500 Changkat Kruing, Manjung, Perak",05-6751553
4.382527,102.402105,KLINIK KESIHATAN KUALA TAHAN,"Kuala Tahan, 27020 Jerantut, Jerantut, Pahang",09-2667468
4.388000,114.900520,KLINIK KESIHATAN KUALA MEDALAM,"Pekan Kuala Mendalam (Peg. Kesihatan Bahagian Limbang, Jalan Pandaruan), 98700 Limbang, Limbang, Sarawak",085-211166
4.395610,113.991640,KLINIK KESIHATAN BANDAR MIRI,"Bandar Miri, Jalan Merbau, 98000 Miri, Miri, Sarawak",085-412322
4.398840,101.079330,KLINIK KESIHATAN KOTA BHARU,"Jalan Kota Bharu, 31610 Gopeng, Kampar, Perak",05-3594355
4.413610,117.777780,KLINIK KESIHATAN MEROTAI BESAR,"Jalan SMK Merotai, 91008 Tawau, Tawau, Sabah",089-902601
4.423056,100.993056,KLINIK KESIHATAN TRONOH,"Jalan Tronoh, 31750 Tronoh, Kinta, Perak",05-3676355
4.427736,103.452517,KLINIK KESIHATAN KEMASIK,"Lot 68, Jalan Kuala Terengganu-Kemaman, 24200 Kemasik, Kemaman, Terengganu",09-8640033
4.444080,100.630730,KLINIK KESIHATAN PANTAI REMIS,"Jalan Besar, Pekan Pantai Remis, 34900 Pantai Remis, Manjung, Perak",05-6771316
4.453730,101.165130,KLINIK KESIHATAN GOPENG,"Jalan Dr.Raja Nazrin, 31600 Gopeng, Kampar, Perak",05-3593355
4.463890,118.668610,"KLINIK KESIHATAN PULAU BUM-BUM, SEMPORNA","Kg Pulau Bum-Bum, 91308 Semporna, Semporna, Sabah",089-792003
4.469025,114.914934,KLINIK KESIHATAN NANGA MEDAMIT,"Pekan Nanga Mendamit (Peg. Kesihatan Bahagian Limbang, Jalan Pandaruan), 98700 Limbang, Limbang, Sarawak",085-240012
4.471260,101.379180,KLINIK KESIHATAN TANAH RATA,"Tanah Rata, 39000 Tanah Rata, Cameron Highlands, Pahang",05-4911257
4.474720,117.663060,"KLINIK KESIHATAN FELDA UMAS UMAS, TAWAU","Tingkat 7, Bangunan Persekutuan, Peti Surat 990, 91008 Tawau, Tawau, Sabah",089-926540
4.476480,100.909750,KLINIK KESIHATAN PARIT,"Jalan Pejabat Pos, 32800 Parit, Perak Tengah, Perak",05-3772689
4.480930,100.638150,KLINIK KESIHATAN PENGKALAN BARU,"Kampung Pengkalan Baru, 34900 Pantai Remis, Manjung, Perak",05-6774350
4.481240,118.606050,KLINIK KESIHATAN SEMPORNA,"Kg Semporna (Pejabat Kesihatan Semporna, Peti Surat no 395), 91308 Semporna, Semporna, Sabah",089-781695
4.482840,114.023710,KLINIK KESIHATAN TUDAN,"Jalan Tudan Permyjaya, 98100 Lutong, Miri, Sarawak",085-654404
4.497290,100.788980,KLINIK KESIHATAN BRUAS,"Jalan Besar, 32700 Bruas, Manjung, Perak",05-6743333
4.501045,102.646680,KLINIK KESIHATAN KAMPUNG BANTAL,"Kampung Bantal, 27020 Hulu Tembeling, Jerantut, Pahang",09-2661905
4.503642,103.440789,KLINIK KESIHATAN KERTEH,"Lot 455, Jalan Bandar Baru Kerteh, 24300 Kerteh, Kemaman, Terengganu",09-8261333
4.534720,114.944720,KLINIK KESIHATAN NANGA MERIT ,"Kampung Nanga Merit (Peg. Kesihatan Bahagian Limbang, Jalan Pandaruan, Limbang), 98700 Limbang, Limbang, Sarawak",011-212039
4.552892,115.488120,KLINIK KESIHATAN LONG SUKANG,"Long Sukang (D/A Peg. Kesihatan Daerah Lawas, Jalan Hospital), 98850 Lawas, Lawas, Sarawak",011-295400
4.555890,115.066040,KLINIK KESIHATAN PENGANAN,"Penganan (Peg. Kesihatan Bahagian Limbang, Jalan Pandaruan), 98700 Limbang, Limbang, Sarawak",085-240015
4.562720,101.050530,KLINIK KESIHATAN MENGLEMBU,"Jalan Menglembu Timur 10, Pekan Mengelembu, 31450 Ipoh, Kinta, Perak",05-2815882
4.562890,101.112410,KLINIK KESIHATAN GUNUNG RAPAT,"Jalan Gunung Rapat, 31350 Ipoh, Kinta, Perak",05-3115813
4.571389,103.311389,KLINIK KESIHATAN KETENGAH JAYA,"Lot 2124, Jalan Ketengah Jaya, 23300 Dungun, Dungun, Terengganu",09-8200233
4.575100,101.085120,KLINIK KESIHATAN PASIR PINJI,"Jalan Bunga Raya, Pasir Pinji, 31650 Ipoh, Kinta, Perak",05-3214172
4.577897,100.926631,KLINIK KESIHATAN BEKOR,"Bekor, 33800 Manong, Kuala Kangsar, Perak",05-74311575
4.585290,101.050640,KLINIK KESIHATAN BUNTUNG,"Lot 30943, Jalan Desa Rishah, 30100 Ipoh, Kinta, Perak",05-2824421
4.591333,100.879683,KLINIK KESIHATAN MANONG,"Jalan Rumah Awam II, 33800 Kuala Kangsar, Kuala Kangsar, Perak",05-7430355
4.593889,101.078056,KLINIK KESIHATAN BIJIH TIMAH,"Jalan Treacher, 31350 Ipoh, Kinta, Perak",05-2548615
4.598190,100.681440,KLINIK KESIHATAN SUNGAI KERANG,"Jalan Pantai Remis, 34800 Trong, Larut Matang, Perak",05-8544255
4.602778,101.086944,KLINIK KESIHATAN GREENTOWN,"Jalan Raja Musa Aziz, 30450 Ipoh, Kinta, Perak",05-2530801
4.614167,101.056667,KLINIK KESIHATAN JELAPANG,"Jalan Jelapang, Pekan Jelapang, 30020 Ipoh, Kinta, Perak",05-5268566
4.616667,101.115278,KLINIK KESIHATAN KAMPUNG SIMEE,"Jalan Kompleks Sukan, Kampung Simee, 31400 Ipoh, Kinta, Perak",05-5474202
4.618080,101.071010,KLINIK KESIHATAN MANJOI,"Kampung Manjol, Jalan Masjid, 30100 Ipoh, Kinta, Perak",05-5263220
4.625000,103.206944,KLINIK KESIHATAN ALMUKTAFI BILLAH SHAH,"Lot 467, Jalan Almuktafi Billah Shah, 23400 Jengai, Dungun, Terengganu",09-8221333
4.631389,103.437500,KLINIK KESIHATAN PAKA,"Lot 7736 & 2166, Jalan Dungun Kuantan, 23100 Paka, Dungun, Terengganu",09-8271333
4.659445,114.827844,KLINIK KESIHATAN BATU DANAU,"Batu Danau (d/a Pejabat Kesihatan Bahagian Limbang), 98700 Limbang, Limbang, Sarawak",085-240010
4.665540,101.157430,KLINIK KESIHATAN TANJUNG RAMBUTAN,"Jalan Tambun, 31650 Tanjung Rambutan, Kinta, Perak",05-5331355
4.679000,115.710160,"KLINIK KESIHATAN MELIGAN, SIPITANG","Kampung Meligan, 89857 Meligan, Sipitang, Sabah",087-821066
4.690787,102.004340,KLINIK KESIHATAN MERAPOH,"Merapoh, 27210 Kuala Lipis, Lipis, Pahang",09-9122377
4.704770,100.718450,KLINIK KESIHATAN TRONG,"Trong, 34800 Trong, Larut Matang, Perak",05-8577155
4.705061,116.485402,"KLINIK KESIHATAN SEPULOT, NABAWAN","Pekan Sepulot, 89957 Pensiangan, Nabawan, Sabah",087-773005
4.731944,101.134444,KLINIK KESIHATAN CHEMOR,"Jalan Tanah Hitam, Kampung Chemor, 31200 Chemor, Kinta, Perak",05-2011355
4.755278,103.185556,KLINIK KESIHATAN BUKIT BESI,"Lot 6528, Jalan Bukit Besi, 23200 Besut, Dungun, Terengganu",09-8337236
4.761389,103.413889,KLINIK KESIHATAN KUALA DUNGUN,"Lot 9783, Jalan Alor Tembesu, 23000 Kuala Dungun, Dungun, Terengganu",09-8458820
4.774700,100.849983,KLINIK KESIHATAN PADANG RENGAS,"Pekan Padang Rengas, 33700 Padang Rengas, Kuala Kangsar, Perak",05-7584355
4.785560,115.276210,KLINIK KESIHATAN TRUSAN,"Pekan Trusan, 98850 Lawas, Lawas, Sarawak",011-295404
4.786410,100.724330,KLINIK KESIHATAN CHANGKAT JERING,"Pekan Changkat Jering, Jalan Kuala Kangsar, 34850 Changkat Jering, Larut Matang, Perak",05-8553013
4.815825,101.080558,KLINIK KESIHATAN SUNGAI SIPUT,"Jalan Ipoh, Pekan Sungai Siput, 31100 Sungai Siput, Kuala Kangsar, Perak",05-5982355
4.816944,103.420556,KLINIK KESIHATAN KUALA ABANG,"Lot 65, Jalan Klinik Kuala Abang, 23050 Kuala Abang, Dungun, Terengganu",09-8442333
4.832567,100.967117,KLINIK KESIHATAN KARAI,"Jalan Besar, Kampung Karai, 33600 Enggor, Kuala Kangsar, Perak",05-7576355
4.834167,100.741667,KLINIK KESIHATAN POKOK ASSAM,"Jalan Menteri Besar, Pekan Pokok Assam, 34000 Taiping, Larut Matang, Perak",05-8067177
4.838360,100.632900,KLINIK KESIHATAN KUALA SEPETANG,"Kampung Kuala Sepetang, 34600 Kuala Sepetang, Larut Matang, Perak",05-8581355
4.847500,100.745556,KLINIK KESIHATAN TAIPING,"Jalan Tupai, 34000 Taiping, Larut Matang, Perak",05-8041555
4.852130,115.888630,"KLINIK KESIHATAN KUALA TOMANI, TENOM ","Kampung Kuala Tonomi, 89907 Tenom, Tenom, Sabah",087-741004
4.854540,115.404700,KLINIK KESIHATAN LAWAS,"Jalan Hospital, 98850 Lawas, Lawas, Sarawak",085-283781
4.862723,103.030944,KLINIK KESIHATAN FELDA MENGKAWANG,"Lot 5442, Jalan Kg Tanjong Ajil, 21800 Kuala Berang, Hulu Terengganu, Terengganu",09-6881896
4.879970,101.965330,KLINIK KESIHATAN GUA MUSANG,"Gua Musang, 18300 Gua Musang, Gua Musang, Kelantan",09-9121333
4.892264,115.206373,KLINIK KESIHATAN SUNDAR,"Pekan Sundar, 98800 Lawas, Lawas, Sarawak",085-264233
4.900583,101.787778,KLINIK KESIHATAN KUALA BETIS,"Kuala Betis, 18300 Gua Musang, Gua Musang, Kelantan",09-7416732
4.903262,100.723102,KLINIK KESIHATAN KAMUNTING,"Jalan Ekpo, Pekan Kemunting, 34600 Kamunting, Larut Matang, Perak",05-8913751
4.905000,103.190000,KLINIK KESIHATAN JERANGAU,"Lot 1462, Jalan Jerangau, 21820 Jerangau, Dungun, Terengganu",09-8384333
4.916390,115.933330,"KLINIK KESIHATAN KEMABONG, TENOM","Pekan Kembong, 89907 Kemabong, Tenom, Sabah",087-736896
4.925012,100.624255,KLINIK KESIHATAN SELINSING,"Kampung Selinsing, Simpang Ampat, 34400 Semanggol, Kerian, Perak",05-8904542
4.931700,100.925710,KLINIK KESIHATAN SAUK,"Jalan Besar Lenggong, 33500 Kuala Kangsar, Kuala Kangsar, Perak",05-7511355
4.935269,101.099898,KLINIK KESIHATAN LINTANG,"Kampung Lintang, 31110 Sungai Siput Utara, Kuala Kangsar, Perak",05-5912255
4.951086,100.619814,KLINIK KESIHATAN KUALA GULA,"Kuala Gula, 34350 Kuala Gula, Kerian, Perak",05-8908657
4.952106,115.424752,KLINIK KESIHATAN KUALA LAWAS,"Bandar Kuala Lawas, 98850 Lawas, Lawas, Sarawak",085-284870
4.953890,102.299690,KLINIK KESIHATAN ARING,"Aring, 18300 Gua Musang, Gua Musang, Kelantan",09-9286333
4.962366,115.505641,"KLINIK KESIHATAN SINDUMIN, SIPITANG","Pekan Sindumin, 89857 Sindumin, Sipitang, Sabah",087-811134
4.962370,115.505640,KLINIK KESIHATAN MERAPOK,"Merapok, Jalan Sindumin, 98850 Lawas, Lawas, Sarawak",087-811090
4.965594,100.652394,KLINIK KESIHATAN GUNUNG SEMANGGOL,"Jalan Kubu Gajah, Simpang Empat, 34400 Gunung Semanggol, Kerian, Perak",05-8921304
4.972490,102.206880,KLINIK KESIHATAN CHIKU 3,"Chiku 3, 18300 Gua Musang, Gua Musang, Kelantan",09-9285333
4.977000,100.801430,KLINIK KESIHATAN BATU KURAU,"Pekan Batu Kurau, 34500 Batu Kurau, Larut Matang, Perak",05-8880333
4.985617,100.582197,KLINIK KESIHATAN TELUK MEDAN,"Jalan Taiping, Kampung Teluk Medan, 34300 Bagan Serai, Kerian, Perak",05-7215655
4.998240,102.074550,KLINIK KESIHATAN JERAM TEKOH,"Jeram Tekoh, 18300 Gua Musang, Gua Musang, Kelantan",09-9126308
5.008047,100.540692,KLINIK KESIHATAN BAGAN SERAI,"Jalan Taiping, 34300 Bagan Serai, Kerian, Perak",05-7215355
5.008510,118.479169,"KLINIK KESIHATAN SILABUKAN SCHEME, LAHAD DATU","Kampung Silabukan, 91120 Silabukan, Lahad Datu, Sabah",089-821510
5.020217,103.302217,KLINIK KESIHATAN MERCHANG,"Lot 2943, Jalan Kuala Terengganu-Dungun, 21600 Marang, Marang, Terengganu",09-8321233
5.025387,118.883722,"KLINIK KESIHATAN TUNGKU, LAHAD DATU","Pekan Tungku, 91120 Tungku, Lahad Datu, Sabah",089-871125
5.025519,100.435694,KLINIK KESIHATAN KUALA KURAU,"Jalan Kuala Kurau, 34350 Kuala Kurau, Kerian, Perak",05-7277355
5.027745,118.316356,KLINIK KESIHATAN LAHAD DATU ,"Jalam Silam, Bandar Lahad Datu, 91120 Lahad Datu, Lahad Datu, Sabah",089-885110
5.049533,100.587297,KLINIK KESIHATAN ALOR PONGSU,"Jalan Stesen, 34300 Alor Pongsu, Kerian, Perak",05-7215855
5.071910,100.385360,KLINIK KESIHATAN TANJUNG PIANDANG,"Jalan Pantai Remis, 34250 Tanjung Piandang, Kerian, Perak",05-7256355
5.074560,100.478130,KLINIK KESIHATAN JALAN BARU,"Jalan Tanah Kebun, 34250 Kerian, Kerian, Perak",05-7163355
5.075211,103.011944,KLINIK KESIHATAN KUALA BERANG,"Lot 3893, Jalan Kuala Berang, 21700 Kuala Berang, Hulu Terengganu, Terengganu",09-6811597
5.077220,119.072500,"KLINIK KESIHATAN FELDA SAHABAT, LAHAD DATU","Desa Kencana,Felda Sahabat 16, 91120 Lahad Datu, Lahad Datu, Sabah",089-811912
5.107533,100.968000,KLINIK KESIHATAN LENGGONG,"Jalan Gerik, 33400 Lenggong, Hulu Perak, Perak",05-7677355
5.108931,100.438456,KLINIK KESIHATAN KEDAI EMPAT,"Jalan Sungai Kota, Kedai Empat, 34250 Tanjung Piandang, Kerian, Perak",05-7165155
5.109260,103.138780,KLINIK KESIHATAN PENGKALAN BERANGAN,"PT 1998, Jalan Marang, Wakaf Tapai, 21040 Jerong, Marang, Terengganu",09-6120073
5.115250,100.784442,KLINIK KESIHATAN REDANG PANJANG,"Jalan Batu Kurau, 34510 Ijok, Larut Matang, Perak",05-8802264
5.116775,103.048703,KLINIK KESIHATAN AJIL,"Lot 4048, Jalan Kuala Terengganu-Kuala Berang, 21800 Ajil, Hulu Terengganu, Terengganu",09-6861633
5.126260,100.512650,KLINIK KESIHATAN BANDAR BAHARU,"Bandar Baharu, 34950 Bandar Baharu, Bandar Baharu, Kedah",05-7178232
5.137667,103.084267,KLINIK KESIHATAN WAKAF TAPAI,"PT 3000, Jalan Kuala Terengganu, Kuala Berang, 21040 Alor Limbat, Marang, Terengganu",09-6801533
5.142550,102.048440,KLINIK KESIHATAN BERTAM BARU,"Bertam Baru, 18300 Gua Musang, Gua Musang, Kelantan",09-9126626
5.144090,100.590260,KLINIK KESIHATAN LUBUK BUNTAR,"Lubuk Buntar, Jalan Serdang, 34950 Bandar Baharu, Bandar Baharu, Kedah",04-4077320
5.148216,116.308656,"KLINIK KESIHATAN SOOK, KENINGAU","Jalan Tulid-Mansiat, 89007 Sook, Keningau, Sabah",087-724003
5.150278,100.422563,KLINIK KESIHATAN SUNGAI ACHEH,"Lot 1376, Mukim 10, Sungai Acheh, 14300 Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",04-5981733
5.152521,102.339910,KLINIK KESIHATAN LEBIR,"Lebir, 18300 Gua Musang, Gua Musang, Kelantan",09-7416732
5.153064,102.936161,KLINIK KESIHATAN TENGKAWANG,"Lot 3814, 2825 & 3330, Jalan Kuala Berang Sungai Tong, 21700 Hulu Telemong, Hulu Terengganu, Terengganu",09-6818710
5.165570,100.767860,KLINIK KESIHATAN IJOK (FELDA),"Felda Ijok, 34120 Redang Panjang, Larut Matang, Perak",05-8803048
5.166602,100.492790,KLINIK KESIHATAN NIBONG TEBAL,"Lot 320, Mukim 17, 14300 Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",04-5593135
5.167480,100.492850,KLINIK KESIHATAN BUKIT PANCHOR,"Lot 1866, Mukim 7, Jalan Bukit Panchor, 14300 Nibong Tebal, Seberang Perai Selatan , Pulau Pinang",04-5931679
5.200470,103.199078,KLINIK KESIHATAN BINJAI RENDAH,"Lot 4521/LOT6155, Jalan Kuala Berang, 21040 Bukit Payong, Marang, Terengganu",09-6192050
5.204433,103.205650,KLINIK KESIHATAN MARANG,"Lot 2012, Jalan Terengganu-Dungun, 21600 Rusila, Marang, Terengganu",09-6182216/ 09-61820
5.210280,116.835000,"KLINIK KESIHATAN PENANGAH, TONGOD","Pekan Penangah, 90200 Kinabatangan, Tongod, Sabah",087-721917
5.212117,100.615617,KLINIK KESIHATAN SERDANG,"Serdang, Jalan Pecah Batu, 9800 Serdang, Bandar Baharu, Kedah",04-4076100
5.214622,115.602629,"KLINIK KESIHATAN WESTON, BEAUFORT","Pekan Weston, Beaufort (d/a Pejabat Kesihatan Kawasan Beaufort, Peti Surat 101), 89807 Beaufort, Beaufort, Sabah",087-871201
5.216510,100.694740,KLINIK KESIHATAN SELAMA,"Pekan Selama, 34100 Selama, Larut Matang, Perak",05-8394355
5.219050,103.030697,KLINIK KESIHATAN TELEMONG,"Karak, Bentong, Pahang, 28620 Karak, Hulu Terengganu, Terengganu",09-2399972
5.221670,117.490000,"KLINIK KESIHATAN KUAMUT, TONGOD","Pekan Kuamut, 90200 Tongod, Kinabatangan, Sabah",089-232669
5.235867,103.099800,KLINIK KESIHATAN BUKIT PAYONG,"Jalan Kuala Terengganu Kuala Berang, 21400 Marang, Marang, Terengganu",09-6195805
5.259039,100.782123,KLINIK KESIHATAN SUNGAI BAYOR,"Pekan Sungai Bayor, 34110 Selama, Larut Matang, Perak",05-8394155
5.263499,116.002748,"KLINIK KESIHATAN MELALAP, TENOM","Pekan Melalap, 89007 Tenom, Tenom, Sabah",087-302409
5.274559,116.975082,KLINIK KESIHATAN TONGOD,"Pekan Tongod, 90200 Tongod, Tongod, Sabah",087-719004
5.281400,100.492140,KLINIK KESIHATAN BANDAR TASIK MUTIARA,"Lot 1051, Mukim 15, Lorong Tasik Mutiara 19/SS2, 14100 Bandar Tasik Mutiara, Seberang Perai Selatan, Pulau Pinang",04-5079855
5.286960,115.264410,KLINIK KESIHATAN WP LABUAN,"Peti Surat 81736, 87027 Labuan, Labuan, WP Labuan",087-411702
5.293600,101.058470,KLINIK KESIHATAN LAWIN,"Jalan Lenggong-Gerik, 33410 Lawin, Hulu Perak, Perak",05-7911907
5.299470,100.262050,KLINIK KESIHATAN BAYAN LEPAS,"Lot 1157, Mulim 12, 11900 Bayan Lepas, Barat Daya, Pulau Pinang",04-6435434
5.302980,115.369620,"KLINIK KESIHATAN MENUMBOK, KUALA PENYU","Pekan Menumbok, 89807 Menumbok, Kuala Penyu, Sabah",087-831066
5.307317,102.907417,KLINIK KESIHATAN SUNGAI TONG,"Lot 9679, Jalan Kuala Terengganu, Sungai Tong, 21500 Hulu Nerus, Setiu, Terengganu",09-8240833
5.309497,102.271411,KLINIK KESIHATAN LALOH,"Laloh, 18000 Kuala Krai, Kuala Krai, Kelantan",09-9668826
5.313722,103.134472,KLINIK KESIHATAN HILIRAN,"Lot 3056, Jalan Kemajuan, Padang Hiliran, 21100 Cabang Tiga, Kuala Terengganu, Terengganu",09-6232732
5.319757,100.279744,KLINIK KESIHATAN BAYAN BARU,"Jalan Tengah, 11950 Bayan Lepas, Barat Daya, Pulau Pinang",04-6425102
5.321639,103.081583,KLINIK KESIHATAN MANIR,"Lot 8085, Jalan Kelantan, 21200 Manir, Kuala Terengganu, Terengganu",09-6151447
5.322430,100.749280,KLINIK KESIHATAN MAHANG,"Lot 919, Jalan Mahang, 9800 Serdang, Kulim, Kedah",04-4041333
5.326288,116.422398,"KLINIK KESIHATAN TULID, KENINGAU","Jalan Tulid, Kg. Tulid, 89007 Sook, Keningau, Sabah",087-345002
5.326678,100.448307,KLINIK KESIHATAN BUKIT MINYAK,"PT 35, Mukim 14, Jalan Bukit Minyak, 14000 Bukit Mertajam, Seberang Perai Tengah , Pulau Pinang",04-5071355
5.336553,100.288166,KLINIK KESIHATAN BUKIT JAMBUL,"Blok D No 2759 & 2758 Tingkat Bawah Taman Bukit Jambul, 11900 Bukit Jambul, Timur Laut, Pulau Pinang",04-6448521
5.340861,116.159749,"KLINIK KESIHATAN MANSIAT, KENINGAU","Kg Manisat, 89007 Sook, Keningau, Sabah",087-391158
5.340885,116.159457,"KLINIK KESIHATAN PAGALUNGAN, NABAWAN ","Simpang Tiga Sungai Pensiangan Lolongan, Kampung Pagalungan, 89957 Pensiangan, Nabawan, Sabah",087-743001
5.341078,116.160092,"KLINIK KESIHATAN PENSIANGAN, NABAWAN","Pekan Pesiangan, 89957 Pesiangan, Nabawan, Sabah",087-366220
5.341080,116.159728,KLINIK KESIHATAN NABAWAN,"Pekan Nabawan, 89957 Pesiangan, Nabawan, Sabah",087-366199
5.343696,115.744953,KLINIK KESIHATAN MENDULONG,"Kampung Mendulong, 89857 Mendulong, Sipitang, Sabah",087 -721163
5.343742,115.745043,"KLINIK KESIHATAN PADAS DAMIT, BEAUFORT","Kampung Padas Damit, 89807 Beaufort, Beaufort, Sabah",087-209653
5.344180,100.297560,KLINIK KESIHATAN SUNGAI DUA ,"Lot 2544, Mukim 13, Sungai Dua, 11700 Gelugor, Timur Laut, Pulau Pinang",04-6422201
5.344222,103.107889,KLINIK KESIHATAN BUKIT TUNGGAL,"Lot 6859, Jalan Bukit Datu, Kg Bukit Tunggal, 21200 Kuala Nerus, Kuala Terengganu, Terengganu",09-6626275
5.360917,102.880667,KLINIK KESIHATAN SRI LANGKAP,"Lot 10494, Jalan Kuala Terengganu, 21500 Besut, Setiu, Terengganu",09-6571997
5.367420,100.557650,KLINIK KESIHATAN KULIM,"Jalan Hospital Lama, 9000 Kulim, Kulim, Kedah",04-4905533
5.375170,102.010220,KLINIK KESIHATAN DABONG,"Dadong, 18200 Kuala Krai, Kuala Krai, Kelantan",09-9602221
5.375722,103.116944,KLINIK KESIHATAN SEBERANG TAKIR,"Lot 15623, Jalan Telok Ketapang, Seberang Takir, 21300 Kuala Nerus, Kuala Terengganu, Terengganu",09-6663333
5.378320,100.537670,KLINIK KESIHATAN TAMAN SELASIH,"Lot 3302, Taman Selasih, 9000 Kulim, Kulim, Kedah",04-4917377
5.379460,100.473940,KLINIK KESIHATAN BERAPIT,"Lot 89, Mukim 17,  Berapit, 14000 Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",04-5395400
5.381480,102.242830,KLINIK KESIHATAN MANIK URAI,"Manek Urai, 18050 Kuala Krai, Kuala Krai, Kelantan",09-9665133
5.383767,100.388187,KLINIK KESIHATAN PRAI,"Lot 329, Mukim 1, Jalan Baru Perai, 13600 Perai, Seberang Perai Tengah, Pulau Pinang",04-3901477
5.389701,100.285453,KLINIK KESIHATAN AIR ITAM,"Lot 322, Seksyen 3, Jalan Bukit Bendera, 11500 Ayer Itam, Timur Laut, Pulau Pinang",04-8283355
5.393510,100.398500,KLINIK KESIHATAN SEBERANG JAYA,"Lot 340, Mukim 1, Jalan Perpustakaan, 13700 Seberang Jaya, Seberang Perai Tengah, Pulau Pinang",04-3900264/ 04-39018
5.397460,100.464310,KLINIK KESIHATAN KUBANG SEMANG,"Lot 807, Mukim 5, Kubang Semang, 14000 Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",04-5390654
5.402828,100.314595,KLINIK KESIHATAN JALAN PERAK,"Lot 174,175 & 648, Seksyen 2, Jalan Perak, Bandar Jelutong, 11600 Georgetown, Timur Laut, Pulau Pinang",04-2812033
5.404440,116.192780,KLINIK KESIHATAN BINGKOR,"Jalan Bunsit, 89007 Pekan Bingkor, Keningau, Sabah",087-391158
5.405750,100.282300,KLINIK KESIHATAN BANDAR BARU AIR ITAM,"Lot 10094 & 2584, Mukim 13, No 8 Jalan Angsana, 11500 Bandar Baru Air Itam, Timur Laut, Pulau Pinang",04-8266267
5.406780,100.368480,KLINIK KESIHATAN BUTTERWORTH,"Lot 1699, Seksyen 4, Jalan Bagan Luar, 12000 Butterworth, Seberang Perai Utara , Pulau Pinang",04-3233828
5.415100,100.326065,KLINIK KESIHATAN JALAN MACALISTER,"Lot 1762, Seksyen 12, Jalan Macalister, 10400 Georgetown, Timur Laut, Pulau Pinang",04-2289610
5.417920,100.412180,KLINIK KESIHATAN PERMATANG PAUH,"PWD 662, PT 67, Mukim 2, Jalan Sama Gagah, 13500 Permatang Pauh, Seberang Perai Tengah, Pulau Pinang",04-3981380
